timestamp,server_id,cpu_usage_pct,ram_usage_pct,cpu_temperature_celsius,disk_io_rate,network_latency_ms,system_status
2026-05-09 18:55:22,SRV-RENAULT-USINE,58.43,62.44,63.4,48.5,7.8,0
2026-05-09 18:55:22,SRV-RENAULT-LOGISTIQUE,60.37,69.2,63.3,29.56,5.5,0
2026-05-09 18:55:22,SRV-RENAULT-CAO,53.51,71.27,62.0,19.13,4.0,0
2026-05-09 19:00:22,SRV-RENAULT-USINE,25.01,30.45,49.6,30.95,12.5,0
2026-05-09 19:00:22,SRV-RENAULT-LOGISTIQUE,31.42,26.98,52.3,28.92,5.7,0
2026-05-09 19:00:22,SRV-RENAULT-CAO,27.56,31.69,50.2,12.37,8.8,0
2026-05-09 19:05:22,SRV-RENAULT-USINE,16.79,39.57,46.3,20.15,7.8,0
2026-05-09 19:05:22,SRV-RENAULT-LOGISTIQUE,28.11,27.93,51.9,20.23,2.4,0
2026-05-09 19:05:22,SRV-RENAULT-CAO,24.21,41.86,49.4,24.54,14.1,0
2026-05-09 19:10:22,SRV-RENAULT-USINE,26.06,37.15,49.7,21.63,14.7,0
2026-05-09 19:10:22,SRV-RENAULT-LOGISTIQUE,15.94,28.97,44.8,11.86,5.1,0
2026-05-09 19:10:22,SRV-RENAULT-CAO,29.11,23.62,50.3,16.41,11.2,0
2026-05-09 19:15:22,SRV-RENAULT-USINE,24.73,36.15,50.6,24.22,14.6,0
2026-05-09 19:15:22,SRV-RENAULT-LOGISTIQUE,21.41,28.47,50.0,8.88,8.7,0
2026-05-09 19:15:22,SRV-RENAULT-CAO,14.12,35.34,44.4,9.61,11.9,0
2026-05-09 19:20:22,SRV-RENAULT-USINE,15.24,23.09,46.2,11.44,8.4,0
2026-05-09 19:20:22,SRV-RENAULT-LOGISTIQUE,15.54,23.03,48.2,30.99,12.7,0
2026-05-09 19:20:22,SRV-RENAULT-CAO,32.81,32.58,51.2,31.23,9.4,0
2026-05-09 19:25:22,SRV-RENAULT-USINE,22.91,33.61,50.7,16.98,6.5,0
2026-05-09 19:25:22,SRV-RENAULT-LOGISTIQUE,32.6,26.45,51.1,23.18,14.3,0
2026-05-09 19:25:22,SRV-RENAULT-CAO,23.96,36.21,49.7,11.27,7.4,0
2026-05-09 19:30:22,SRV-RENAULT-USINE,21.35,38.17,49.8,21.57,6.1,0
2026-05-09 19:30:22,SRV-RENAULT-LOGISTIQUE,34.45,31.11,52.4,23.59,3.9,0
2026-05-09 19:30:22,SRV-RENAULT-CAO,17.29,37.26,47.4,30.07,4.4,0
2026-05-09 19:35:22,SRV-RENAULT-USINE,19.3,29.83,46.0,17.9,14.1,0
2026-05-09 19:35:22,SRV-RENAULT-LOGISTIQUE,16.3,35.77,46.0,9.95,11.3,0
2026-05-09 19:35:22,SRV-RENAULT-CAO,34.47,23.84,52.3,32.5,8.7,0
2026-05-09 19:40:22,SRV-RENAULT-USINE,15.21,32.05,44.3,17.82,14.4,0
2026-05-09 19:40:22,SRV-RENAULT-LOGISTIQUE,31.45,40.83,51.5,9.51,6.3,0
2026-05-09 19:40:22,SRV-RENAULT-CAO,14.27,41.38,45.1,28.91,11.1,0
2026-05-09 19:45:22,SRV-RENAULT-USINE,15.9,29.69,47.7,10.32,10.7,0
2026-05-09 19:45:22,SRV-RENAULT-LOGISTIQUE,25.06,31.88,49.3,23.37,14.2,0
2026-05-09 19:45:22,SRV-RENAULT-CAO,29.91,25.78,51.8,26.27,12.3,0
2026-05-09 19:50:22,SRV-RENAULT-USINE,23.33,41.95,50.7,17.47,8.3,0
2026-05-09 19:50:22,SRV-RENAULT-LOGISTIQUE,18.41,27.81,47.2,31.09,3.9,0
2026-05-09 19:50:22,SRV-RENAULT-CAO,26.36,30.84,50.9,26.53,11.9,0
2026-05-09 19:55:22,SRV-RENAULT-USINE,20.71,28.5,46.9,30.83,12.0,0
2026-05-09 19:55:22,SRV-RENAULT-LOGISTIQUE,21.42,21.03,46.9,10.87,14.1,0
2026-05-09 19:55:22,SRV-RENAULT-CAO,18.6,30.3,46.6,12.53,11.4,0
2026-05-09 20:00:22,SRV-RENAULT-USINE,16.83,28.82,45.2,24.31,13.1,0
2026-05-09 20:00:22,SRV-RENAULT-LOGISTIQUE,22.33,29.05,50.4,27.15,4.4,0
2026-05-09 20:00:22,SRV-RENAULT-CAO,22.09,21.17,49.5,24.66,10.5,0
2026-05-09 20:05:22,SRV-RENAULT-USINE,23.67,23.96,50.3,33.34,12.2,0
2026-05-09 20:05:22,SRV-RENAULT-LOGISTIQUE,24.02,39.32,50.6,23.12,10.3,0
2026-05-09 20:05:22,SRV-RENAULT-CAO,19.96,22.68,49.9,9.94,4.0,0
2026-05-09 20:10:22,SRV-RENAULT-USINE,33.0,37.89,52.4,24.01,3.7,0
2026-05-09 20:10:22,SRV-RENAULT-LOGISTIQUE,32.06,25.38,52.1,19.61,8.9,0
2026-05-09 20:10:22,SRV-RENAULT-CAO,15.65,38.92,47.1,15.49,7.4,0
2026-05-09 20:15:22,SRV-RENAULT-USINE,34.11,29.1,52.1,16.47,14.2,0
2026-05-09 20:15:22,SRV-RENAULT-LOGISTIQUE,18.94,30.75,47.2,34.71,5.0,0
2026-05-09 20:15:22,SRV-RENAULT-CAO,26.19,34.68,51.8,27.25,13.4,0
2026-05-09 20:20:22,SRV-RENAULT-USINE,29.09,23.6,53.2,13.34,14.7,0
2026-05-09 20:20:22,SRV-RENAULT-LOGISTIQUE,32.2,28.81,52.9,30.13,14.9,0
2026-05-09 20:20:22,SRV-RENAULT-CAO,20.9,35.08,49.7,10.18,13.7,0
2026-05-09 20:25:22,SRV-RENAULT-USINE,32.06,39.86,53.6,7.98,14.6,0
2026-05-09 20:25:22,SRV-RENAULT-LOGISTIQUE,21.43,31.91,48.3,19.62,2.6,0
2026-05-09 20:25:22,SRV-RENAULT-CAO,34.48,23.89,54.0,11.78,5.4,0
2026-05-09 20:30:22,SRV-RENAULT-USINE,29.33,40.64,50.8,11.35,7.5,0
2026-05-09 20:30:22,SRV-RENAULT-LOGISTIQUE,33.68,41.67,55.2,22.39,3.2,0
2026-05-09 20:30:22,SRV-RENAULT-CAO,31.59,27.29,51.5,29.19,4.1,0
2026-05-09 20:35:22,SRV-RENAULT-USINE,18.5,28.34,48.8,26.38,10.2,0
2026-05-09 20:35:22,SRV-RENAULT-LOGISTIQUE,18.81,34.73,46.4,16.79,6.9,0
2026-05-09 20:35:22,SRV-RENAULT-CAO,32.92,24.11,51.4,7.13,12.9,0
2026-05-09 20:40:22,SRV-RENAULT-USINE,32.92,24.77,53.0,11.88,3.9,0
2026-05-09 20:40:22,SRV-RENAULT-LOGISTIQUE,29.81,23.61,53.3,23.17,3.9,0
2026-05-09 20:40:22,SRV-RENAULT-CAO,18.37,23.93,49.1,10.84,13.8,0
2026-05-09 20:45:22,SRV-RENAULT-USINE,26.76,34.15,52.6,26.83,12.5,0
2026-05-09 20:45:22,SRV-RENAULT-LOGISTIQUE,24.91,23.5,49.1,16.68,13.6,0
2026-05-09 20:45:22,SRV-RENAULT-CAO,19.76,37.42,49.1,30.3,3.1,0
2026-05-09 20:50:22,SRV-RENAULT-USINE,17.96,29.21,46.9,19.99,11.2,0
2026-05-09 20:50:22,SRV-RENAULT-LOGISTIQUE,23.41,30.29,50.2,31.52,6.2,0
2026-05-09 20:50:22,SRV-RENAULT-CAO,24.93,28.55,50.9,13.6,14.8,0
2026-05-09 20:55:22,SRV-RENAULT-USINE,20.27,35.26,48.0,21.06,14.7,0
2026-05-09 20:55:22,SRV-RENAULT-LOGISTIQUE,19.1,37.87,49.4,34.27,12.0,0
2026-05-09 20:55:22,SRV-RENAULT-CAO,16.66,32.9,44.7,30.33,12.4,0
2026-05-09 21:00:22,SRV-RENAULT-USINE,26.41,41.02,50.5,16.8,4.2,0
2026-05-09 21:00:22,SRV-RENAULT-LOGISTIQUE,14.24,30.18,46.7,22.51,7.8,0
2026-05-09 21:00:22,SRV-RENAULT-CAO,22.54,30.39,48.8,29.44,8.8,0
2026-05-09 21:05:22,SRV-RENAULT-USINE,16.11,36.46,44.7,28.05,13.2,0
2026-05-09 21:05:22,SRV-RENAULT-LOGISTIQUE,20.14,39.06,49.5,10.73,11.5,0
2026-05-09 21:05:22,SRV-RENAULT-CAO,27.69,33.5,50.6,13.6,3.8,0
2026-05-09 21:10:22,SRV-RENAULT-USINE,24.51,23.07,48.4,14.41,6.2,0
2026-05-09 21:10:22,SRV-RENAULT-LOGISTIQUE,26.99,32.76,50.2,33.36,8.2,0
2026-05-09 21:10:22,SRV-RENAULT-CAO,21.79,41.64,49.9,20.73,2.9,0
2026-05-09 21:15:22,SRV-RENAULT-USINE,32.91,32.23,52.9,18.38,10.0,0
2026-05-09 21:15:22,SRV-RENAULT-LOGISTIQUE,31.59,39.53,54.2,13.7,6.3,0
2026-05-09 21:15:22,SRV-RENAULT-CAO,26.35,33.17,51.2,24.5,5.2,0
2026-05-09 21:20:22,SRV-RENAULT-USINE,15.52,36.7,44.5,8.07,11.3,0
2026-05-09 21:20:22,SRV-RENAULT-LOGISTIQUE,34.96,34.69,54.7,23.93,11.7,0
2026-05-09 21:20:22,SRV-RENAULT-CAO,25.28,40.68,50.5,16.03,7.8,0
2026-05-09 21:25:22,SRV-RENAULT-USINE,29.65,37.19,52.4,18.52,13.7,0
2026-05-09 21:25:22,SRV-RENAULT-LOGISTIQUE,32.56,32.38,52.0,30.97,11.7,0
2026-05-09 21:25:22,SRV-RENAULT-CAO,27.33,34.21,49.7,20.62,14.1,0
2026-05-09 21:30:22,SRV-RENAULT-USINE,26.16,28.17,51.1,15.66,3.9,0
2026-05-09 21:30:22,SRV-RENAULT-LOGISTIQUE,15.98,31.34,45.0,7.71,6.0,0
2026-05-09 21:30:22,SRV-RENAULT-CAO,15.87,21.23,48.2,29.68,4.2,0
2026-05-09 21:35:22,SRV-RENAULT-USINE,31.25,35.93,52.6,10.3,6.7,0
2026-05-09 21:35:22,SRV-RENAULT-LOGISTIQUE,14.45,25.72,43.9,19.88,7.3,0
2026-05-09 21:35:22,SRV-RENAULT-CAO,23.14,37.93,47.9,23.33,12.6,0
2026-05-09 21:40:22,SRV-RENAULT-USINE,16.59,40.55,47.3,12.14,12.9,0
2026-05-09 21:40:22,SRV-RENAULT-LOGISTIQUE,25.73,36.97,49.7,15.65,2.5,0
2026-05-09 21:40:22,SRV-RENAULT-CAO,21.88,34.42,47.9,19.88,3.6,0
2026-05-09 21:45:22,SRV-RENAULT-USINE,30.1,26.56,52.6,22.03,12.5,0
2026-05-09 21:45:22,SRV-RENAULT-LOGISTIQUE,26.38,21.19,50.8,23.95,9.8,0
2026-05-09 21:45:22,SRV-RENAULT-CAO,21.39,37.37,48.6,22.33,2.8,0
2026-05-09 21:50:22,SRV-RENAULT-USINE,17.25,37.02,46.9,13.7,5.3,0
2026-05-09 21:50:22,SRV-RENAULT-LOGISTIQUE,14.1,39.09,46.2,32.71,14.0,0
2026-05-09 21:50:22,SRV-RENAULT-CAO,24.08,22.79,50.2,21.19,5.6,0
2026-05-09 21:55:22,SRV-RENAULT-USINE,21.43,27.2,47.0,11.25,10.3,0
2026-05-09 21:55:22,SRV-RENAULT-LOGISTIQUE,21.45,21.36,49.7,10.52,12.7,0
2026-05-09 21:55:22,SRV-RENAULT-CAO,23.2,32.29,48.7,23.43,14.4,0
2026-05-09 22:00:22,SRV-RENAULT-USINE,26.69,24.27,51.9,14.17,14.5,0
2026-05-09 22:00:22,SRV-RENAULT-LOGISTIQUE,20.13,24.2,48.3,7.38,14.1,0
2026-05-09 22:00:22,SRV-RENAULT-CAO,22.68,23.17,50.1,16.12,3.7,0
2026-05-09 22:05:22,SRV-RENAULT-USINE,14.84,31.35,44.2,33.25,3.0,0
2026-05-09 22:05:22,SRV-RENAULT-LOGISTIQUE,27.84,25.47,50.3,8.12,3.9,0
2026-05-09 22:05:22,SRV-RENAULT-CAO,18.9,37.11,48.2,21.71,9.3,0
2026-05-09 22:10:22,SRV-RENAULT-USINE,32.75,34.37,54.0,30.77,9.1,0
2026-05-09 22:10:22,SRV-RENAULT-LOGISTIQUE,29.61,40.21,51.9,19.16,9.5,0
2026-05-09 22:10:22,SRV-RENAULT-CAO,22.6,33.9,50.9,19.93,13.4,0
2026-05-09 22:15:22,SRV-RENAULT-USINE,25.27,35.73,49.6,24.29,5.8,0
2026-05-09 22:15:22,SRV-RENAULT-LOGISTIQUE,22.04,21.36,48.2,19.78,12.1,0
2026-05-09 22:15:22,SRV-RENAULT-CAO,24.9,33.08,49.6,9.63,10.2,0
2026-05-09 22:20:22,SRV-RENAULT-USINE,33.82,36.78,53.2,33.32,12.8,0
2026-05-09 22:20:22,SRV-RENAULT-LOGISTIQUE,17.66,23.95,47.5,9.19,4.3,0
2026-05-09 22:20:22,SRV-RENAULT-CAO,33.47,26.96,52.0,25.07,7.2,0
2026-05-09 22:25:22,SRV-RENAULT-USINE,31.35,30.22,51.8,24.67,9.3,0
2026-05-09 22:25:22,SRV-RENAULT-LOGISTIQUE,14.2,30.58,45.8,27.16,13.7,0
2026-05-09 22:25:22,SRV-RENAULT-CAO,27.69,26.79,52.6,10.66,5.4,0
2026-05-09 22:30:22,SRV-RENAULT-USINE,26.38,22.63,52.5,24.48,11.1,0
2026-05-09 22:30:22,SRV-RENAULT-LOGISTIQUE,26.49,26.52,50.6,8.89,14.2,0
2026-05-09 22:30:22,SRV-RENAULT-CAO,34.13,32.62,54.3,10.42,9.1,0
2026-05-09 22:35:22,SRV-RENAULT-USINE,33.78,29.38,53.6,29.51,10.7,0
2026-05-09 22:35:22,SRV-RENAULT-LOGISTIQUE,22.86,21.15,48.6,12.75,8.3,0
2026-05-09 22:35:22,SRV-RENAULT-CAO,17.85,39.29,48.9,12.33,8.7,0
2026-05-09 22:40:22,SRV-RENAULT-USINE,24.98,23.29,50.9,32.51,14.9,0
2026-05-09 22:40:22,SRV-RENAULT-LOGISTIQUE,16.41,25.05,45.4,18.46,5.0,0
2026-05-09 22:40:22,SRV-RENAULT-CAO,27.0,41.58,49.8,11.97,8.0,0
2026-05-09 22:45:22,SRV-RENAULT-USINE,29.34,27.8,50.8,16.1,7.7,0
2026-05-09 22:45:22,SRV-RENAULT-LOGISTIQUE,16.78,26.13,45.3,17.18,8.8,0
2026-05-09 22:45:22,SRV-RENAULT-CAO,29.16,24.7,52.2,34.24,8.9,0
2026-05-09 22:50:22,SRV-RENAULT-USINE,22.07,21.19,50.2,28.55,7.4,0
2026-05-09 22:50:22,SRV-RENAULT-LOGISTIQUE,23.74,28.08,50.0,19.2,11.2,0
2026-05-09 22:50:22,SRV-RENAULT-CAO,19.91,28.23,46.8,23.07,9.9,0
2026-05-09 22:55:22,SRV-RENAULT-USINE,15.09,28.77,44.3,12.71,6.7,0
2026-05-09 22:55:22,SRV-RENAULT-LOGISTIQUE,18.02,23.94,45.6,27.52,11.8,0
2026-05-09 22:55:22,SRV-RENAULT-CAO,27.61,38.57,49.7,26.34,10.2,0
2026-05-09 23:00:22,SRV-RENAULT-USINE,33.46,34.48,54.4,10.95,10.1,0
2026-05-09 23:00:22,SRV-RENAULT-LOGISTIQUE,16.0,29.7,46.3,20.66,4.3,0
2026-05-09 23:00:22,SRV-RENAULT-CAO,16.68,37.71,45.3,31.71,2.9,0
2026-05-09 23:05:22,SRV-RENAULT-USINE,23.98,40.16,50.3,10.02,9.8,0
2026-05-09 23:05:22,SRV-RENAULT-LOGISTIQUE,20.1,33.02,48.4,14.27,2.3,0
2026-05-09 23:05:22,SRV-RENAULT-CAO,23.66,33.61,50.4,12.88,12.7,0
2026-05-09 23:10:22,SRV-RENAULT-USINE,14.58,32.28,44.5,17.59,9.5,0
2026-05-09 23:10:22,SRV-RENAULT-LOGISTIQUE,29.91,33.31,50.2,34.65,9.0,0
2026-05-09 23:10:22,SRV-RENAULT-CAO,21.76,34.99,47.5,18.99,9.2,0
2026-05-09 23:15:22,SRV-RENAULT-USINE,30.43,31.54,51.9,14.91,13.9,0
2026-05-09 23:15:22,SRV-RENAULT-LOGISTIQUE,25.15,41.3,50.6,17.8,3.1,0
2026-05-09 23:15:22,SRV-RENAULT-CAO,26.12,34.44,50.2,31.36,2.4,0
2026-05-09 23:20:22,SRV-RENAULT-USINE,20.48,34.1,49.9,32.81,5.0,0
2026-05-09 23:20:22,SRV-RENAULT-LOGISTIQUE,17.18,31.78,46.4,31.54,13.1,0
2026-05-09 23:20:22,SRV-RENAULT-CAO,14.35,21.02,46.4,34.44,5.0,0
2026-05-09 23:25:22,SRV-RENAULT-USINE,25.38,21.86,50.4,16.38,11.4,0
2026-05-09 23:25:22,SRV-RENAULT-LOGISTIQUE,14.85,34.11,45.4,24.36,4.9,0
2026-05-09 23:25:22,SRV-RENAULT-CAO,33.3,22.13,52.2,17.39,13.0,0
2026-05-09 23:30:22,SRV-RENAULT-USINE,25.94,32.76,49.0,14.31,14.1,0
2026-05-09 23:30:22,SRV-RENAULT-LOGISTIQUE,24.57,28.91,48.4,28.04,6.4,0
2026-05-09 23:30:22,SRV-RENAULT-CAO,15.12,36.35,46.7,23.15,15.0,0
2026-05-09 23:35:22,SRV-RENAULT-USINE,19.53,41.72,47.0,29.23,8.6,0
2026-05-09 23:35:22,SRV-RENAULT-LOGISTIQUE,32.34,29.25,53.9,8.28,12.7,0
2026-05-09 23:35:22,SRV-RENAULT-CAO,24.05,38.93,50.3,23.11,4.9,0
2026-05-09 23:40:22,SRV-RENAULT-USINE,18.47,40.74,48.4,26.46,11.9,0
2026-05-09 23:40:22,SRV-RENAULT-LOGISTIQUE,31.09,33.8,51.4,20.2,10.0,0
2026-05-09 23:40:22,SRV-RENAULT-CAO,33.17,32.22,52.4,9.72,13.9,0
2026-05-09 23:45:22,SRV-RENAULT-USINE,21.62,38.88,48.6,18.87,10.2,0
2026-05-09 23:45:22,SRV-RENAULT-LOGISTIQUE,22.32,23.09,50.8,27.72,12.6,0
2026-05-09 23:45:22,SRV-RENAULT-CAO,27.24,36.57,51.5,27.03,13.2,0
2026-05-09 23:50:22,SRV-RENAULT-USINE,28.72,32.47,52.0,27.44,5.0,0
2026-05-09 23:50:22,SRV-RENAULT-LOGISTIQUE,28.77,37.52,51.9,30.75,3.5,0
2026-05-09 23:50:22,SRV-RENAULT-CAO,29.34,33.76,53.3,17.82,3.6,0
2026-05-09 23:55:22,SRV-RENAULT-USINE,22.52,32.91,47.3,32.65,5.6,0
2026-05-09 23:55:22,SRV-RENAULT-LOGISTIQUE,34.72,37.37,53.9,32.69,7.9,0
2026-05-09 23:55:22,SRV-RENAULT-CAO,34.72,39.35,51.9,32.18,6.2,0
2026-05-10 00:00:22,SRV-RENAULT-USINE,27.45,37.81,52.2,9.99,4.7,0
2026-05-10 00:00:22,SRV-RENAULT-LOGISTIQUE,19.52,29.25,49.2,25.19,7.4,0
2026-05-10 00:00:22,SRV-RENAULT-CAO,17.89,34.41,45.5,25.72,13.6,0
2026-05-10 00:05:22,SRV-RENAULT-USINE,18.09,27.36,49.2,18.63,5.6,0
2026-05-10 00:05:22,SRV-RENAULT-LOGISTIQUE,23.1,25.5,48.5,13.97,5.7,0
2026-05-10 00:05:22,SRV-RENAULT-CAO,18.18,32.35,48.5,10.01,13.6,0
2026-05-10 00:10:22,SRV-RENAULT-USINE,26.55,23.94,51.3,9.87,11.3,0
2026-05-10 00:10:22,SRV-RENAULT-LOGISTIQUE,29.07,29.91,51.9,8.66,9.0,0
